Zipcode;State;City;ZipCodeType;LocationType
61469;IL;OQUAWKA;STANDARD;PRIMARY
60462;IL;ORLAND PARK;STANDARD;PRIMARY
60467;IL;ORLAND PARK;STANDARD;PRIMARY
60543;IL;OSWEGO;STANDARD;PRIMARY
61350;IL;OTTAWA;STANDARD;PRIMARY
61350;IL;BRICKTON;STANDARD;NOT ACCEPTABLE
61350;IL;DAYTON;STANDARD;NOT ACCEPTABLE
61350;IL;NAPLATE;STANDARD;NOT ACCEPTABLE
61350;IL;NORTH OTTAWA;STANDARD;NOT ACCEPTABLE
61350;IL;PRAIRIE CENTER;STANDARD;NOT ACCEPTABLE
61350;IL;STONEYVILLE;STANDARD;NOT ACCEPTABLE
61350;IL;WOODLAND ADDITION;STANDARD;NOT ACCEPTABLE
60463;IL;PALOS HEIGHTS;STANDARD;PRIMARY
60464;IL;PALOS PARK;STANDARD;PRIMARY
60956;IL;PAPINEAU;PO BOX;PRIMARY
60466;IL;PARK FOREST;STANDARD;PRIMARY
60466;IL;UNIVERSITY PARK;STANDARD;ACCEPTABLE
60466;IL;UNIVERSITY PK;STANDARD;ACCEPTABLE
60484;IL;UNIVERSITY PARK;STANDARD;PRIMARY
60484;IL;PARK FOREST;STANDARD;ACCEPTABLE
60484;IL;UNIVERSITY PK;STANDARD;ACCEPTABLE
61353;IL;PAW PAW;STANDARD;PRIMARY
60957;IL;PAXTON;STANDARD;PRIMARY
61554;IL;PEKIN;STANDARD;PRIMARY
61554;IL;MARQUETTE HEIGHTS;STANDARD;ACCEPTABLE
61554;IL;MARQUETTE HTS;STANDARD;ACCEPTABLE
61554;IL;NORTH PEKIN;STANDARD;ACCEPTABLE
61554;IL;MIDWAY;STANDARD;NOT ACCEPTABLE
61554;IL;NORMANDALE;STANDARD;NOT ACCEPTABLE
61554;IL;PEKIN HEIGHTS;STANDARD;NOT ACCEPTABLE
61554;IL;PEKIN MALL;STANDARD;NOT ACCEPTABLE
61554;IL;SCHAEFERVILLE;STANDARD;NOT ACCEPTABLE
61555;IL;PEKIN;PO BOX;PRIMARY
61558;IL;PEKIN;UNIQUE;PRIMARY
61558;IL;PEKIN INS CO;UNIQUE;NOT ACCEPTABLE
61601;IL;PEORIA;PO BOX;PRIMARY
61602;IL;PEORIA;STANDARD;PRIMARY
61603;IL;PEORIA;STANDARD;PRIMARY
61604;IL;PEORIA;STANDARD;PRIMARY
61604;IL;BELLEVUE;STANDARD;ACCEPTABLE
61604;IL;WEST PEORIA;STANDARD;ACCEPTABLE
61604;IL;BELLVIEW;STANDARD;NOT ACCEPTABLE
61604;IL;EL VISTA;STANDARD;NOT ACCEPTABLE
61604;IL;NORWOOD;STANDARD;NOT ACCEPTABLE
61605;IL;PEORIA;STANDARD;PRIMARY
61606;IL;PEORIA;STANDARD;PRIMARY
61607;IL;PEORIA;STANDARD;PRIMARY
61607;IL;BARTONVILLE;STANDARD;ACCEPTABLE
61607;IL;GREATER PEORIA AIRPORT;STANDARD;NOT ACCEPTABLE
61607;IL;HIGH MEADOWS;STANDARD;NOT ACCEPTABLE
61607;IL;HOLLIS;STANDARD;NOT ACCEPTABLE
61607;IL;MARDELL MANOR;STANDARD;NOT ACCEPTABLE
61607;IL;ORCHARD MINES;STANDARD;NOT ACCEPTABLE
61607;IL;TUSCARORA;STANDARD;NOT ACCEPTABLE
61610;IL;CREVE COEUR;STANDARD;PRIMARY
61610;IL;PEORIA;STANDARD;ACCEPTABLE
61611;IL;EAST PEORIA;STANDARD;PRIMARY
61611;IL;BAYVIEW GARDE;STANDARD;ACCEPTABLE
61611;IL;BAYVIEW GARDENS;STANDARD;ACCEPTABLE
61611;IL;PEORIA;STANDARD;ACCEPTABLE
61611;IL;SPRING BAY;STANDARD;ACCEPTABLE
61611;IL;ROBEIN;STANDARD;NOT ACCEPTABLE
61612;IL;PEORIA;PO BOX;PRIMARY
61613;IL;PEORIA;UNIQUE;PRIMARY
61613;IL;NORTHWOODS SHOP CTR;UNIQUE;NOT ACCEPTABLE
61614;IL;PEORIA;STANDARD;PRIMARY
61614;IL;POTTSTOWN;STANDARD;NOT ACCEPTABLE
61615;IL;PEORIA;STANDARD;PRIMARY
61615;IL;ALTA;STANDARD;NOT ACCEPTABLE
61616;IL;PEORIA HEIGHTS;STANDARD;PRIMARY
61616;IL;PEORIA;STANDARD;ACCEPTABLE
61616;IL;PEORIA HTS;STANDARD;ACCEPTABLE
61625;IL;PEORIA;UNIQUE;PRIMARY
61625;IL;BRADLEY UNIV;UNIQUE;NOT ACCEPTABLE
61629;IL;PEORIA;UNIQUE;PRIMARY
61629;IL;CATERPILLAR INC;UNIQUE;NOT ACCEPTABLE
61630;IL;PEORIA;UNIQUE;PRIMARY
61630;IL;EAST PEORIA;UNIQUE;ACCEPTABLE
61630;IL;CATERPILLAR INC;UNIQUE;NOT ACCEPTABLE
61633;IL;PEORIA;UNIQUE;PRIMARY
61633;IL;GREAT CENTRAL INS CO;UNIQUE;NOT ACCEPTABLE
61634;IL;PEORIA;UNIQUE;PRIMARY
61634;IL;IL MUTUAL LIFE & CASUALTY;UNIQUE;NOT ACCEPTABLE
61635;IL;EAST PEORIA;UNIQUE;PRIMARY
61635;IL;PEORIA;UNIQUE;ACCEPTABLE
61635;IL;I L CENTRAL COLLEGE;UNIQUE;NOT ACCEPTABLE
61636;IL;PEORIA;UNIQUE;PRIMARY
61636;IL;METHODIST HOSP;UNIQUE;NOT ACCEPTABLE
61637;IL;PEORIA;UNIQUE;PRIMARY
61637;IL;ST FRANCIS HOSP;UNIQUE;NOT ACCEPTABLE
61638;IL;PEORIA;UNIQUE;PRIMARY
61638;IL;REPLACEMENT LENS INC;UNIQUE;NOT ACCEPTABLE
61639;IL;PEORIA;UNIQUE;PRIMARY
61639;IL;KOMATSU DRESSER;UNIQUE;NOT ACCEPTABLE
61639;IL;WESTINGHOUSE AIR BRAKE;UNIQUE;NOT ACCEPTABLE
61641;IL;PEORIA;UNIQUE;PRIMARY
61641;IL;KEYSTONE STEEL AND WIRE;UNIQUE;NOT ACCEPTABLE
61643;IL;PEORIA;UNIQUE;PRIMARY
61643;IL;PEORIA JOURNAL STAR;UNIQUE;NOT ACCEPTABLE
61650;IL;PEORIA;PO BOX;PRIMARY
61651;IL;PEORIA;PO BOX;PRIMARY
61652;IL;PEORIA;PO BOX;PRIMARY
61653;IL;PEORIA;PO BOX;PRIMARY
61654;IL;PEORIA;PO BOX;PRIMARY
61655;IL;PEORIA;PO BOX;PRIMARY
61656;IL;PEORIA;PO BOX;PRIMARY
60468;IL;PEOTONE;STANDARD;PRIMARY
61354;IL;PERU;STANDARD;PRIMARY
60959;IL;PIPER CITY;STANDARD;PRIMARY
60544;IL;PLAINFIELD;STANDARD;PRIMARY
60585;IL;PLAINFIELD;STANDARD;PRIMARY
60586;IL;PLAINFIELD;STANDARD;PRIMARY
60545;IL;PLANO;STANDARD;PRIMARY
60545;IL;LITTLE ROCK;STANDARD;NOT ACCEPTABLE
61764;IL;PONTIAC;STANDARD;PRIMARY
61764;IL;CAYUGA;STANDARD;NOT ACCEPTABLE
61764;IL;EPPARDS POINT;STANDARD;NOT ACCEPTABLE
61764;IL;MCDOWELL;STANDARD;NOT ACCEPTABLE
61764;IL;OCOYA;STANDARD;NOT ACCEPTABLE
61764;IL;OWEGO;STANDARD;NOT ACCEPTABLE
61764;IL;ROOKS CREEK;STANDARD;NOT ACCEPTABLE
61764;IL;ROWE;STANDARD;NOT ACCEPTABLE
61764;IL;RUGBY;STANDARD;NOT ACCEPTABLE
61764;IL;SWYGERT;STANDARD;NOT ACCEPTABLE
61764;IL;VERMILLION ESTATES;STANDARD;NOT ACCEPTABLE
60469;IL;POSEN;STANDARD;PRIMARY
61470;IL;PRAIRIE CITY;STANDARD;PRIMARY
61470;IL;WALNUT GROVE;STANDARD;NOT ACCEPTABLE
61356;IL;PRINCETON;STANDARD;PRIMARY
61356;IL;HOLLOWAYVILLE;STANDARD;ACCEPTABLE
61356;IL;COAL HOLLOW;STANDARD;NOT ACCEPTABLE
61559;IL;PRINCEVILLE;STANDARD;PRIMARY
61559;IL;MONICA;STANDARD;NOT ACCEPTABLE
61560;IL;PUTNAM;STANDARD;PRIMARY
61560;IL;LAKE THUNDERBIRD;STANDARD;NOT ACCEPTABLE
60960;IL;RANKIN;STANDARD;PRIMARY
60960;IL;CLARENCE;STANDARD;ACCEPTABLE
60470;IL;RANSOM;STANDARD;PRIMARY
61471;IL;RARITAN;PO BOX;PRIMARY
60961;IL;REDDICK;STANDARD;PRIMARY
60471;IL;RICHTON PARK;STANDARD;PRIMARY
61472;IL;RIO;STANDARD;PRIMARY
60171;IL;RIVER GROVE;STANDARD;PRIMARY
60546;IL;RIVERSIDE;STANDARD;PRIMARY
60546;IL;N RIVERSIDE;STANDARD;ACCEPTABLE
60546;IL;NORTH RIVERSIDE;STANDARD;ACCEPTABLE
61561;IL;ROANOKE;STANDARD;PRIMARY
60472;IL;ROBBINS;STANDARD;PRIMARY
60962;IL;ROBERTS;STANDARD;PRIMARY
61562;IL;ROME;PO BOX;PRIMARY
61473;IL;ROSEVILLE;STANDARD;PRIMARY
61473;IL;SWAN CREEK;STANDARD;NOT ACCEPTABLE
61473;IL;YOUNGSTOWN;STANDARD;NOT ACCEPTABLE
60963;IL;ROSSVILLE;STANDARD;PRIMARY
61358;IL;RUTLAND;STANDARD;PRIMARY
60958;IL;PEMBROKE TOWNSHIP;STANDARD;PRIMARY
60958;IL;PEMBROKE TWP;STANDARD;ACCEPTABLE
60958;IL;SAINT ANNE;STANDARD;NOT ACCEPTABLE
60964;IL;SAINT ANNE;STANDARD;PRIMARY
60964;IL;SUN RIVER TER;STANDARD;ACCEPTABLE
60964;IL;SUN RIVER TERRACE;STANDARD;ACCEPTABLE
60964;IL;ST ANNE;STANDARD;NOT ACCEPTABLE
61474;IL;SAINT AUGUSTINE;STANDARD;PRIMARY
61474;IL;ST AUGUSTINE;STANDARD;ACCEPTABLE
60174;IL;SAINT CHARLES;STANDARD;PRIMARY
60174;IL;CAMPTON HILLS;STANDARD;ACCEPTABLE
60174;IL;ST CHARLES;STANDARD;ACCEPTABLE
60174;IL;VALLEY VIEW;STANDARD;NOT ACCEPTABLE
60175;IL;SAINT CHARLES;STANDARD;PRIMARY
60175;IL;CAMPTON HILLS;STANDARD;ACCEPTABLE
60175;IL;ST CHARLES;STANDARD;ACCEPTABLE
60175;IL;LILY LAKE;STANDARD;NOT ACCEPTABLE
61563;IL;SAINT DAVID;PO BOX;PRIMARY
61563;IL;ST DAVID;PO BOX;NOT ACCEPTABLE
60548;IL;SANDWICH;STANDARD;PRIMARY
61769;IL;SAUNEMIN;STANDARD;PRIMARY
61769;IL;EYLAR;STANDARD;NOT ACCEPTABLE
61769;IL;SCOVEL;STANDARD;NOT ACCEPTABLE
61770;IL;SAYBROOK;STANDARD;PRIMARY
60159;IL;SCHAUMBURG;PO BOX;PRIMARY
60168;IL;SCHAUMBURG;PO BOX;PRIMARY
60169;IL;HOFFMAN ESTATES;STANDARD;PRIMARY
60169;IL;HOFFMAN EST;STANDARD;ACCEPTABLE
60172;IL;ROSELLE;STANDARD;PRIMARY
60172;IL;KEENEYVILLE;STANDARD;NOT ACCEPTABLE
60173;IL;SCHAUMBURG;STANDARD;PRIMARY
60173;IL;HOFFMAN EST;STANDARD;NOT ACCEPTABLE
60173;IL;HOFFMAN ESTATES;STANDARD;NOT ACCEPTABLE
60179;IL;HOFFMAN ESTATES;UNIQUE;PRIMARY
60179;IL;HOFFMAN EST;UNIQUE;ACCEPTABLE
60179;IL;SCHAUMBURG;UNIQUE;ACCEPTABLE
60179;IL;SEARS ROEBUCK AND COMPANY;UNIQUE;NOT ACCEPTABLE
60192;IL;HOFFMAN ESTATES;STANDARD;PRIMARY
60192;IL;HOFFMAN EST;STANDARD;ACCEPTABLE
60193;IL;SCHAUMBURG;STANDARD;PRIMARY
60194;IL;SCHAUMBURG;STANDARD;PRIMARY
60195;IL;SCHAUMBURG;STANDARD;PRIMARY
60195;IL;HOFFMAN EST;STANDARD;ACCEPTABLE
60195;IL;HOFFMAN ESTATES;STANDARD;ACCEPTABLE
60196;IL;SCHAUMBURG;UNIQUE;PRIMARY
60196;IL;HOFFMAN EST;UNIQUE;ACCEPTABLE
60196;IL;HOFFMAN ESTATES;UNIQUE;ACCEPTABLE
60196;IL;MULTI HIGH VOLUME FIRMS;UNIQUE;NOT ACCEPTABLE
61476;IL;SEATON;STANDARD;PRIMARY
61359;IL;SEATONVILLE;PO BOX;PRIMARY
61771;IL;SECOR;STANDARD;PRIMARY
61360;IL;SENECA;STANDARD;PRIMARY
61360;IL;STAVANGER;STANDARD;NOT ACCEPTABLE
60549;IL;SERENA;STANDARD;PRIMARY
60550;IL;SHABBONA;STANDARD;PRIMARY
61361;IL;SHEFFIELD;STANDARD;PRIMARY
60966;IL;SHELDON;STANDARD;PRIMARY
60551;IL;SHERIDAN;STANDARD;PRIMARY
60551;IL;NORWAY;STANDARD;NOT ACCEPTABLE
61772;IL;SHIRLEY;STANDARD;PRIMARY
61773;IL;SIBLEY;STANDARD;PRIMARY
61477;IL;SMITHFIELD;STANDARD;PRIMARY
61477;IL;BLYTON;STANDARD;NOT ACCEPTABLE
61477;IL;SEVILLE;STANDARD;NOT ACCEPTABLE
61478;IL;SMITHSHIRE;STANDARD;PRIMARY
61478;IL;ELLISON;STANDARD;NOT ACCEPTABLE
60552;IL;SOMONAUK;STANDARD;PRIMARY
60177;IL;SOUTH ELGIN;STANDARD;PRIMARY
60473;IL;SOUTH HOLLAND;STANDARD;PRIMARY
61564;IL;SOUTH PEKIN;PO BOX;PRIMARY
60474;IL;SOUTH WILMINGTON;PO BOX;PRIMARY
60474;IL;S WILMINGTON;PO BOX;ACCEPTABLE
60474;IL;CHICAGO HEIGHTS;PO BOX;NOT ACCEPTABLE
60474;IL;EAST BROOKLYN;PO BOX;NOT ACCEPTABLE
61565;IL;SPARLAND;STANDARD;PRIMARY
61565;IL;HOPEWELL;STANDARD;ACCEPTABLE
61565;IL;HOPEWELL ESTATES;STANDARD;NOT ACCEPTABLE
61479;IL;SPEER;STANDARD;PRIMARY
61362;IL;SPRING VALLEY;STANDARD;PRIMARY
61362;IL;OTTOVILLE;STANDARD;NOT ACCEPTABLE
61362;IL;WEBSTER PARK;STANDARD;NOT ACCEPTABLE
61363;IL;STANDARD;PO BOX;PRIMARY
61774;IL;STANFORD;STANDARD;PRIMARY
61774;IL;ALLIN;STANDARD;NOT ACCEPTABLE
60475;IL;STEGER;STANDARD;PRIMARY
60475;IL;CHICAGO HEIGHTS;STANDARD;ACCEPTABLE
60475;IL;CHICAGO HTS;STANDARD;ACCEPTABLE
60553;IL;STEWARD;STANDARD;PRIMARY
60553;IL;SCARBORO;STANDARD;NOT ACCEPTABLE
60967;IL;STOCKLAND;PO BOX;PRIMARY
61775;IL;STRAWN;STANDARD;PRIMARY
61311;IL;ANCONA;STANDARD;PRIMARY
61311;IL;READING;STANDARD;NOT ACCEPTABLE
61364;IL;STREATOR;STANDARD;PRIMARY
61364;IL;KANGLEY;STANDARD;NOT ACCEPTABLE
61364;IL;KERNAN;STANDARD;NOT ACCEPTABLE
61364;IL;MISSAL;STANDARD;NOT ACCEPTABLE
61364;IL;MUNSTER;STANDARD;NOT ACCEPTABLE
61364;IL;SOUTH STREATOR;STANDARD;NOT ACCEPTABLE
61364;IL;STREATOR EAST;STANDARD;NOT ACCEPTABLE
61364;IL;STREATOR WEST;STANDARD;NOT ACCEPTABLE
61480;IL;STRONGHURST;STANDARD;PRIMARY
61480;IL;DECORRA;STANDARD;NOT ACCEPTABLE
61480;IL;HOPPER;STANDARD;NOT ACCEPTABLE
61480;IL;OLENA;STANDARD;NOT ACCEPTABLE
61367;IL;SUBLETTE;STANDARD;PRIMARY
60554;IL;SUGAR GROVE;STANDARD;PRIMARY
60501;IL;SUMMIT ARGO;STANDARD;PRIMARY
60501;IL;ARGO;STANDARD;ACCEPTABLE
60501;IL;BEDFORD PARK;STANDARD;ACCEPTABLE
60501;IL;SUMMIT;STANDARD;ACCEPTABLE
60501;IL;BEDFORD PK;STANDARD;NOT ACCEPTABLE
60501;IL;SUMMIT-ARGO;STANDARD;NOT ACCEPTABLE
60178;IL;SYCAMORE;STANDARD;PRIMARY
61482;IL;TABLE GROVE;STANDARD;PRIMARY
60968;IL;THAWVILLE;STANDARD;PRIMARY
60476;IL;THORNTON;STANDARD;PRIMARY
60477;IL;TINLEY PARK;STANDARD;PRIMARY
60477;IL;ORLAND HILLS;STANDARD;ACCEPTABLE
60478;IL;COUNTRY CLUB HILLS;STANDARD;PRIMARY
60478;IL;CNTRY CLB HLS;STANDARD;ACCEPTABLE
60478;IL;CTRY CLB HLS;STANDARD;ACCEPTABLE
60478;IL;TINLEY PARK;STANDARD;ACCEPTABLE
60487;IL;TINLEY PARK;STANDARD;PRIMARY
60487;IL;ORLAND HILLS;STANDARD;ACCEPTABLE
61368;IL;TISKILWA;STANDARD;PRIMARY
61368;IL;LONE TREE;STANDARD;NOT ACCEPTABLE
61368;IL;PROVIDENCE;STANDARD;NOT ACCEPTABLE
61369;IL;TOLUCA;STANDARD;PRIMARY
61369;IL;PATTONSBURG;STANDARD;NOT ACCEPTABLE
61370;IL;TONICA;STANDARD;PRIMARY
61370;IL;LOWELL;STANDARD;NOT ACCEPTABLE
61370;IL;VERMILIONVILLE;STANDARD;NOT ACCEPTABLE
61567;IL;TOPEKA;STANDARD;PRIMARY
61567;IL;GOOFY RIDGE;STANDARD;NOT ACCEPTABLE
61483;IL;TOULON;STANDARD;PRIMARY
61483;IL;ELMIRA;STANDARD;NOT ACCEPTABLE
61483;IL;GOSHEN;STANDARD;NOT ACCEPTABLE
61483;IL;SAXTON;STANDARD;NOT ACCEPTABLE
61483;IL;WEST JERSEY;STANDARD;NOT ACCEPTABLE
61776;IL;TOWANDA;STANDARD;PRIMARY
61568;IL;TREMONT;STANDARD;PRIMARY
61568;IL;ALLENTOWN;STANDARD;NOT ACCEPTABLE
61568;IL;DILLON;STANDARD;NOT ACCEPTABLE
61371;IL;TRIUMPH;PO BOX;PRIMARY
61569;IL;TRIVOLI;STANDARD;PRIMARY
61372;IL;TROY GROVE;PO BOX;PRIMARY
60180;IL;UNION;STANDARD;PRIMARY
60969;IL;UNION HILL;PO BOX;PRIMARY
61373;IL;UTICA;STANDARD;PRIMARY
61373;IL;NORTH UTICA;STANDARD;NOT ACCEPTABLE
61374;IL;VAN ORIN;PO BOX;PRIMARY
61375;IL;VARNA;STANDARD;PRIMARY
61484;IL;VERMONT;STANDARD;PRIMARY
60479;IL;VERONA;STANDARD;PRIMARY
61485;IL;VICTORIA;STANDARD;PRIMARY
60181;IL;VILLA PARK;STANDARD;PRIMARY
60181;IL;OAKBROOK TER;STANDARD;ACCEPTABLE
60181;IL;OAKBROOK TERRACE;STANDARD;ACCEPTABLE
61486;IL;VIOLA;STANDARD;PRIMARY
61376;IL;WALNUT;STANDARD;PRIMARY
61376;IL;NORMANDY;STANDARD;ACCEPTABLE
61777;IL;WAPELLA;STANDARD;PRIMARY
60555;IL;WARRENVILLE;STANDARD;PRIMARY
60183;IL;WASCO;PO BOX;PRIMARY
61570;IL;WASHBURN;STANDARD;PRIMARY
61570;IL;WILBERN;STANDARD;NOT ACCEPTABLE
61571;IL;WASHINGTON;STANDARD;PRIMARY
61571;IL;BEVERLY MANOR;STANDARD;NOT ACCEPTABLE
61488;IL;WATAGA;STANDARD;PRIMARY
60556;IL;WATERMAN;STANDARD;PRIMARY
60556;IL;MCGIRR;STANDARD;NOT ACCEPTABLE
60970;IL;WATSEKA;STANDARD;PRIMARY
60184;IL;WAYNE;STANDARD;PRIMARY
61778;IL;WAYNESVILLE;STANDARD;PRIMARY
61778;IL;TABOR;STANDARD;NOT ACCEPTABLE
60557;IL;WEDRON;PO BOX;PRIMARY
60973;IL;WELLINGTON;STANDARD;PRIMARY
61377;IL;WENONA;STANDARD;PRIMARY
61377;IL;EAST WENONA;STANDARD;NOT ACCEPTABLE
61377;IL;EVANS;STANDARD;NOT ACCEPTABLE
61377;IL;GARFIELD;STANDARD;NOT ACCEPTABLE
61377;IL;LEEDS;STANDARD;NOT ACCEPTABLE
61378;IL;WEST BROOKLYN;STANDARD;PRIMARY
60185;IL;WEST CHICAGO;STANDARD;PRIMARY
60185;IL;NORTHWOODS;STANDARD;ACCEPTABLE
60186;IL;WEST CHICAGO;PO BOX;PRIMARY
60558;IL;WESTERN SPRINGS;STANDARD;PRIMARY
60558;IL;WESTERN SPRGS;STANDARD;ACCEPTABLE
60559;IL;WESTMONT;STANDARD;PRIMARY
60187;IL;WHEATON;STANDARD;PRIMARY
60189;IL;WHEATON;STANDARD;PRIMARY
61489;IL;WILLIAMSFIELD;STANDARD;PRIMARY
60480;IL;WILLOW SPRINGS;STANDARD;PRIMARY
60480;IL;WILLOW SPGS;STANDARD;ACCEPTABLE
60481;IL;WILMINGTON;STANDARD;PRIMARY
60481;IL;CUSTER PARK;STANDARD;ACCEPTABLE
60481;IL;BALLOU;STANDARD;NOT ACCEPTABLE
60481;IL;LORENZO;STANDARD;NOT ACCEPTABLE
60481;IL;RITCHIE;STANDARD;NOT ACCEPTABLE
60481;IL;SYMERTON;STANDARD;NOT ACCEPTABLE
60190;IL;WINFIELD;STANDARD;PRIMARY
60191;IL;WOOD DALE;STANDARD;PRIMARY
60399;IL;WOOD DALE;UNIQUE;PRIMARY
60399;IL;BENSENVILLE;UNIQUE;ACCEPTABLE
60399;IL;INKTEL MARKETING;UNIQUE;NOT ACCEPTABLE
61490;IL;WOODHULL;STANDARD;PRIMARY
61490;IL;NEKOMA;STANDARD;NOT ACCEPTABLE
60974;IL;WOODLAND;PO BOX;PRIMARY
60465;IL;PALOS HILLS;STANDARD;PRIMARY
60482;IL;WORTH;STANDARD;PRIMARY
61379;IL;WYANET;STANDARD;PRIMARY
61491;IL;WYOMING;STANDARD;PRIMARY
61491;IL;MODENA;STANDARD;NOT ACCEPTABLE
61572;IL;YATES CITY;STANDARD;PRIMARY
60560;IL;YORKVILLE;STANDARD;PRIMARY
60560;IL;PLATTVILLE;STANDARD;NOT ACCEPTABLE
60601;IL;CHICAGO;STANDARD;PRIMARY
60602;IL;CHICAGO;STANDARD;PRIMARY
60603;IL;CHICAGO;STANDARD;PRIMARY
60604;IL;CHICAGO;STANDARD;PRIMARY
60605;IL;CHICAGO;STANDARD;PRIMARY
60606;IL;CHICAGO;STANDARD;PRIMARY
60607;IL;CHICAGO;STANDARD;PRIMARY
60608;IL;CHICAGO;STANDARD;PRIMARY
60608;IL;PILSEN;STANDARD;NOT ACCEPTABLE
60609;IL;CHICAGO;STANDARD;PRIMARY
60609;IL;STOCK YARDS;STANDARD;NOT ACCEPTABLE
60610;IL;CHICAGO;STANDARD;PRIMARY
60610;IL;CHESTNUT STREET;STANDARD;NOT ACCEPTABLE
60610;IL;FORT DEARBORN;STANDARD;NOT ACCEPTABLE
60611;IL;CHICAGO;STANDARD;PRIMARY
60611;IL;FORT DEARBORN;STANDARD;NOT ACCEPTABLE
60611;IL;ONTARIO STREET;STANDARD;NOT ACCEPTABLE
60612;IL;CHICAGO;STANDARD;PRIMARY
60612;IL;NANCY B JEFFERSON;STANDARD;NOT ACCEPTABLE
60613;IL;CHICAGO;STANDARD;PRIMARY
60613;IL;LAKEVIEW;STANDARD;NOT ACCEPTABLE
60614;IL;CHICAGO;STANDARD;PRIMARY
60614;IL;LINCOLN PARK;STANDARD;NOT ACCEPTABLE
60615;IL;CHICAGO;STANDARD;PRIMARY
60615;IL;HENRY MCGEE;STANDARD;NOT ACCEPTABLE
60616;IL;CHICAGO;STANDARD;PRIMARY
60616;IL;TWENTY SECOND STREET;STANDARD;NOT ACCEPTABLE
60617;IL;CHICAGO;STANDARD;PRIMARY
60617;IL;JOHN BUCHANAN;STANDARD;NOT ACCEPTABLE
60618;IL;CHICAGO;STANDARD;PRIMARY
60618;IL;DANIEL J DOFFYN;STANDARD;NOT ACCEPTABLE
60619;IL;CHICAGO;STANDARD;PRIMARY
60619;IL;GRAND CROSSING;STANDARD;NOT ACCEPTABLE
60620;IL;CHICAGO;STANDARD;PRIMARY
60621;IL;CHICAGO;STANDARD;PRIMARY
60621;IL;ENGLEWOOD;STANDARD;NOT ACCEPTABLE
60622;IL;CHICAGO;STANDARD;PRIMARY
60623;IL;CHICAGO;STANDARD;PRIMARY
60623;IL;OTIS GRANT COLLINS;STANDARD;NOT ACCEPTABLE
60624;IL;CHICAGO;STANDARD;PRIMARY
60624;IL;MARY ALICE HENRY;STANDARD;NOT ACCEPTABLE
60625;IL;CHICAGO;STANDARD;PRIMARY
60625;IL;RAVENSWOOD;STANDARD;NOT ACCEPTABLE
60626;IL;CHICAGO;STANDARD;PRIMARY
60626;IL;ROGERS PARK;STANDARD;NOT ACCEPTABLE
60628;IL;CHICAGO;STANDARD;PRIMARY
60628;IL;ROSELAND;STANDARD;NOT ACCEPTABLE
60629;IL;CHICAGO;STANDARD;PRIMARY
60629;IL;BEDFORD PARK;STANDARD;ACCEPTABLE
60629;IL;BEDFORD PK;STANDARD;NOT ACCEPTABLE
60629;IL;CHICAGO LAWN;STANDARD;NOT ACCEPTABLE
60630;IL;CHICAGO;STANDARD;PRIMARY
60630;IL;JEFFERSON PARK;STANDARD;ACCEPTABLE
60630;IL;JEFFERSON PK;STANDARD;ACCEPTABLE
60630;IL;JEFFERSON;STANDARD;NOT ACCEPTABLE
60631;IL;CHICAGO;STANDARD;PRIMARY
60631;IL;NORWOOD PARK;STANDARD;NOT ACCEPTABLE
60632;IL;CHICAGO;STANDARD;PRIMARY
60632;IL;ELSDON;STANDARD;NOT ACCEPTABLE
60633;IL;CHICAGO;STANDARD;PRIMARY
60633;IL;BURNHAM;STANDARD;ACCEPTABLE
60633;IL;HEGEWISCH;STANDARD;NOT ACCEPTABLE
60634;IL;CHICAGO;STANDARD;PRIMARY
60634;IL;ROGER P. MC AULIFFE;STANDARD;NOT ACCEPTABLE
60636;IL;CHICAGO;STANDARD;PRIMARY
60636;IL;OGDEN PARK;STANDARD;NOT ACCEPTABLE
60637;IL;CHICAGO;STANDARD;PRIMARY
60637;IL;JACKSON PARK;STANDARD;NOT ACCEPTABLE
60638;IL;CHICAGO;STANDARD;PRIMARY
60638;IL;BEDFORD PARK;STANDARD;ACCEPTABLE
60638;IL;CLEARING;STANDARD;NOT ACCEPTABLE
60638;IL;FOREST VIEW;STANDARD;NOT ACCEPTABLE
60638;IL;STICKNEY;STANDARD;NOT ACCEPTABLE
60639;IL;CHICAGO;STANDARD;PRIMARY
60639;IL;CRAGIN;STANDARD;NOT ACCEPTABLE
60640;IL;CHICAGO;STANDARD;PRIMARY
60641;IL;CHICAGO;STANDARD;PRIMARY
60642;IL;CHICAGO;STANDARD;PRIMARY
60643;IL;CHICAGO;STANDARD;PRIMARY
60643;IL;CALUMET PARK;STANDARD;ACCEPTABLE
60643;IL;MORGAN PARK;STANDARD;NOT ACCEPTABLE
60644;IL;CHICAGO;STANDARD;PRIMARY
60644;IL;REV.MILTON R.BRUNSON STATION;STANDARD;NOT ACCEPTABLE
60645;IL;CHICAGO;STANDARD;PRIMARY
60646;IL;CHICAGO;STANDARD;PRIMARY
60646;IL;LINCOLNWOOD;STANDARD;ACCEPTABLE
60647;IL;CHICAGO;STANDARD;PRIMARY
60647;IL;ROBERTO CLEMENTE;STANDARD;NOT ACCEPTABLE
60649;IL;CHICAGO;STANDARD;PRIMARY
60649;IL;CHARLES A HAYES;STANDARD;NOT ACCEPTABLE
60651;IL;CHICAGO;STANDARD;PRIMARY
60651;IL;ROBERT LEFLORE JR.;STANDARD;NOT ACCEPTABLE
